critic,fresh,imdb,publication,quote,review_date,rtid,title
J. R. Jones,fresh,959337,Chicago Reader,"The self-dramatization is harder to capture, sometimes coming off as false moments between the actors, yet this is still a troubling story of two good people who can't live with the truth that they're as ordinary as their neighbors.",5/01/2009,770674037,Revolutionary Road
Michael Phillips,fresh,959337,Chicago Tribune,"Sam Mendes, the director of Revolutionary Road, injects a few milligrams of hope into his film version of the 1961 Richard Yates novel, an excoriating portrait of a mid-1950s marriage built on sticks, straw and delusion.",2/01/2009,770674037,Revolutionary Road
Scott Foundas,fresh,959337,L.A. Weekly,"A film that, by the end, turns into a far more unsettling haunted-house story than The Amityville Horror.",30/12/2008,770674037,Revolutionary Road
Jeff Strickler,fresh,137494,Minneapolis Star Tribune,"It's a superficial but entertaining caper that's a good, old-fashioned yarn.",6/11/2002,12102,Entrapment
Rick Groen,rotten,137494,Globe and Mail,Lives up to its title -- spend 100-plus minutes with this lacklustre thing and you definitely feel snookered.,19/03/2002,12102,Entrapment
Kenneth Turan,rotten,137494,Los Angeles Times,The legendary Sean Connery and the enthralling Catherine Zeta-Jones are less than the sum of their wonderful parts!,1/01/2000,12102,Entrapment
Tom Keogh,rotten,137494,Film.com,Entrapment simply reminds us again how far Hollywood is from the true legacies of its greatest genre directors.,1/01/2000,12102,Entrapment
Jonathan Foreman,rotten,137494,New York Post,"Another soulless, by-the-numbers attempt to resurrect a genre that made money for the studios in the past.",1/01/2000,12102,Entrapment
Janet Maslin,fresh,137494,New York Times,[Directed] with cool efficiency.,1/01/2000,12102,Entrapment
Susan Stark,fresh,137494,Detroit News,"The kind of slick, sleek entertainment that shows audiences a good time mostly because of an elaborately tricky plot.",1/01/2000,12102,Entrapment
Mick LaSalle,fresh,137494,San Francisco Chronicle,An adventure movie without two brain cells to rub together. But Connery's sad and reflective acting gives the movie depth and poignancy.,1/01/2000,12102,Entrapment
Stephanie Zacharek,rotten,137494,Salon.com,It's often all too easy to see where the plot's headed; tiny holes and bigger ones open up under the story.,1/01/2000,12102,Entrapment
James Berardinelli,rotten,137494,ReelViews,"A snare for all those lured to theaters by Connery's name, Zeta-Jones' beauty, and the false promise of an enjoyable caper film.",1/01/2000,12102,Entrapment
Peter Rainer,fresh,137494,New York Magazine,"Connery and Zeta-Jones not only look great together, they work well together, too.",1/01/2000,12102,Entrapment
Lisa Schwarzbaum,rotten,137494,Entertainment Weekly,Manufactures sparks when none are naturally forthcoming.,1/01/2000,12102,Entrapment
Roger Ebert,fresh,137494,Chicago Sun-Times,"A movie with a preposterous plot, exotic locations, absurd action sequences, and so much chemistry between attractive actors that we don't care.",1/01/2000,12102,Entrapment
Michael Wilmington,rotten,137494,Chicago Tribune,"A wildly expensive movie full of computers, nonsense and violence, a film where wit, romance, elegance - everything - is sacrificed on the altar of giganticism, cliche and over-the-top action.",1/01/2000,12102,Entrapment
Jeff Millar,rotten,138510,Houston Chronicle,Maybe 90 seconds of viable and sustained humor at the end.,21/07/2005,13416,Idle Hands
Liam Lacey,rotten,138510,Globe and Mail,Its mixture of slapstick humour and gore -- produced by the flying fingers -- gives new meaning to the phrase digital effects.,22/03/2002,13416,Idle Hands
Lawrence Van Gelder,rotten,138510,New York Times,Even pretensions toward the humorous and hip cannot save this blood-drenched film from its innate tastelessness!,1/01/2000,13416,Idle Hands
Owen Gleiberman,rotten,138510,Entertainment Weekly,"Dumb, blood-soaked, undeniably kinetic teen Guignol bash!",1/01/2000,13416,Idle Hands
Jonathan Foreman,rotten,138510,New York Post,A disastrous attempt to mix comedy and horror!,1/01/2000,13416,Idle Hands
Kevin Maynard,rotten,138510,Mr. Showbiz,A lame-ass horror comedy!,1/01/2000,13416,Idle Hands
Sean Means,rotten,138510,Film.com,"Proof that when moral crusaders come to hang Hollywood, Hollywood will supply the rope!",1/01/2000,13416,Idle Hands
Desson Thomson,rotten,138510,Washington Post,A heavy-handed disappointment saturated in tired movie blood.,1/01/2000,13416,Idle Hands
Phoebe Flowers,rotten,138510,Miami Herald,"Deliberately, gleefully orchestrated camp.",1/01/2000,13416,Idle Hands
Susan Stark,rotten,138510,Detroit News,Excruciatingly unfunny!,1/01/2000,13416,Idle Hands
Bob Graham,rotten,138510,San Francisco Chronicle,"When a movie sets out to be awful and achieves its goal, does that make it a success?",1/01/2000,13416,Idle Hands
Mary Elizabeth Williams,rotten,138510,Salon.com,It's a bad thriller and a bad comedy!,1/01/2000,13416,Idle Hands
Robert Koehler,rotten,138510,Variety,"Too calculated by half and underwritten by about as much, as witlessly unaware of its faltering sense of comedy as its stoner-dude heroes are of everyday reality.",1/01/2000,13416,Idle Hands
Monica Eng,rotten,138510,Chicago Tribune,A major buzzkill!,1/01/2000,13416,Idle Hands
Jane Sumner,rotten,138510,Dallas Morning News,Creepy in all the wrong ways.,1/01/2000,13416,Idle Hands
Roger Ebert,fresh,138510,Chicago Sun-Times,"Samples other teen horror movies like a video DJ with a tape deck, exhibiting high spirits and a crazed comic energy!",1/01/2000,13416,Idle Hands
James Berardinelli,rotten,138510,ReelViews,I admit to having chuckled once; that's why the movie gets a generous one star instead of none.,1/01/2000,13416,Idle Hands
John Monaghan,rotten,138510,Detroit Free Press,A teen comedy even more wasted than its bleary-eyed heroes.,1/01/2000,13416,Idle Hands
David Edelstein,fresh,162973,Slate,"The strength of this agreeable comedy, directed by Simon Shore from a screenplay by Patrick Wilde, is that it makes even the tiniest sexual encounters seem emotionally momentous.",24/07/2007,13672,Get Real
Derek Elley,fresh,162973,Variety,"Fresh, funny and thoroughly engaging.",24/07/2007,13672,Get Real
Lisa Alspector,fresh,162973,Chicago Reader,"An issue movie, a comedy, and a love story, this is pretty good at being all three.",24/07/2007,13672,Get Real
Trevor Johnston,fresh,162973,Time Out,The film is grounded in genuine emotions and its knowing humour serves it well. I laughed like a drain.,24/06/2006,13672,Get Real
Eleanor Ringel Gillespie,rotten,162973,Atlanta Journal-Constitution,The movie bravely goes where too many other films have gone before.,21/02/2004,13672,Get Real
Rick Groen,fresh,162973,Globe and Mail,"Yes, we've heard the tale before, but somehow it just never gets stale: Welcome to another instalment of Romeo and Romeo.",19/03/2002,13672,Get Real
Kevin Thomas,fresh,162973,Los Angeles Times,"Shore and Wilde have done an admirable job in re-imagining Wilde's play as a movie, and they've created a wrenching, thoughtful entertainment that incorporates considerable comic relief.",14/02/2001,13672,Get Real
Bob Graham,rotten,162973,San Francisco Chronicle,Get Real is a sweet-natured coming-out comedy from England that seems to be coming out about 10 years too late.,1/01/2000,13672,Get Real
Stephen Holden,fresh,162973,New York Times,It offers a far more realistic and compelling vision of teen-age growing pains and peer pressure than any of the recent high-school movies from Hollywood.,1/01/2000,13672,Get Real
Roger Ebert,fresh,162973,Chicago Sun-Times,"The movie is sound in all the right ways; it argues that we are as we are, and the best thing to do is accept that.",1/01/2000,13672,Get Real
Dennis Lim,rotten,162973,Village Voice,"Wilde's script, which has a weakness for mild, snickering double entendres, is notable for its near-total reliance on archetypes.",1/01/2000,13672,Get Real
James Berardinelli,fresh,162973,ReelViews,"In Steven, John, and their friends, Shore gives us individuals worth caring about in situations we can all relate to, regardless of our sexual orientation.",1/01/2000,13672,Get Real
Manny Farber,rotten,37913,The New Republic,"The production, mainly because of Michael Curtiz's direction, is unimaginative and badly hoked-up.",31/08/2012,19975,Mildred Pierce
,rotten,37913,TIME Magazine,"All this is good melodrama and fair entertainment, but it is much closer to the waltz-time schmalz of Kathleen Norris than to the fox-trot brass of James M. Cain.",25/07/2011,19975,Mildred Pierce
Don Druker,fresh,37913,Chicago Reader,The archetypal Joan Crawford movie.,17/10/2007,19975,Mildred Pierce
Variety Staff,fresh,37913,Variety,"A class feature, showmanly produced by Jerry Wald and tellingly directed by Michael Curtiz.",17/10/2007,19975,Mildred Pierce
,fresh,37913,Time Out,"The film is a chilling demonstration of the fact that, in a patriarchal society, when a woman steps outside the home the end result may be disastrous.",24/06/2006,19975,Mildred Pierce
,fresh,37913,New York Times,"Joan Crawford is playing a most troubled lady, and giving a sincere and generally effective characterization of same.",25/03/2006,19975,Mildred Pierce
Variety Staff,fresh,87799,Variety,"A successful pastiche of numerous science fiction films, executed with an entertaining, tongue-in-cheek flair that compensates for its absence in originality.",6/06/2007,12732,Night of the Comet
,rotten,87799,Time Out,"Suspecting that all this plus the cheerleaders might fail to excite, the film-makers also pack in twenty songs.",26/01/2006,12732,Night of the Comet
Vincent Canby,fresh,87799,New York Times,"A good-natured, end-of- the-world B-movie, written and directed by Thom Eberhardt, a new film maker whose sense of humor augments rather than upstages the mechanics of the melodrama.",20/05/2003,12732,Night of the Comet
Owen Gleiberman,fresh,99422,Entertainment Weekly,Beatty and his team of collaborators have heightened the vibrantly tawdry urban night world of Chester Gould's classic comic strip.,7/07/2010,10402,Dick Tracy
Variety Staff,rotten,99422,Variety,"Though it looks ravishing, Warren Beatty's longtime pet project is a curiously remote, uninvolving film.",23/04/2009,10402,Dick Tracy
Jonathan Rosenbaum,rotten,99422,Chicago Reader,"This has an appealing two-dimensional comic-book look, but lacks the vision to go with it, not to mention an interesting hero or a feeling for action.",18/04/2007,10402,Dick Tracy
,fresh,99422,Time Out,A spectacular movie whose technical achievements -- notably the sharp editing -- will surely provide a gauge by which subsequent comic strip films are judged.,26/01/2006,10402,Dick Tracy
Vincent Canby,fresh,99422,New York Times,"Summer hasn't officially arrived yet, but it's unlikely to offer a big-budget commercial movie as thoroughly entertaining as this stylish real-life cartoon.",20/05/2003,10402,Dick Tracy
Peter Travers,rotten,99422,Rolling Stone,"For all its superficial pleasures, Dick Tracy ultimately flounders because it provides an audience with nothing to take home and dream about.",12/05/2001,10402,Dick Tracy
Roger Ebert,fresh,99422,Chicago Sun-Times,"This is a movie in which every frame contains some kind of artificial effect. An entire world has been built here, away from the daylight and the realism of ordinary city streets.",1/01/2000,10402,Dick Tracy
Desson Thomson,rotten,99422,Washington Post,"Tracy is Tinseltown's annual celebration of everything that's wrong with itself: the hype, the agent-negotiated star system, the Hollywood 'fun' assembly-line method of copy-cat mediocrity, etc.",1/01/2000,10402,Dick Tracy
Rita Kempley,rotten,99422,Washington Post,"Dick Tracy is Batman in a fedora -- a much-ballyhooed cartoon noir that's as skimpy on substance as it is burgeoning with jujube-colored, jutt-jawed style.",1/01/2000,10402,Dick Tracy
Susan Stark,rotten,120616,Detroit News,The Mummy fails to reconcile image and tone!,1/01/2000,10585,The Mummy
Michael Wilmington,rotten,120616,Chicago Tribune,A hyperactive hodgepodge of monumental proportions!,1/01/2000,10585,The Mummy
Lisa Schwarzbaum,fresh,120616,Entertainment Weekly,An aggressively eye-popping horror film!,1/01/2000,10585,The Mummy
John Anderson,fresh,120616,Newsday,"Action-packed, fun.",1/01/2000,10585,The Mummy
Robert Horton,rotten,120616,Film.com,"A weightless, instantly forgettable picture!",1/01/2000,10585,The Mummy
Justine Elias,fresh,120616,Mr. Showbiz,"A well-crafted, great looking adventure, with some spirited performances!",1/01/2000,10585,The Mummy
